id,prediction
0,1.6800088885511886
1,1.8892767743489114
2,1.81215481592213
3,63.85317698429494
4,359.48348226229564
5,905.736990461929
6,1709.1388412214058
7,2896.415172760727
8,2908.0707553718566
9,3144.88618291364
10,3115.7339852896935
11,3201.8314736827406
12,2721.4185328023286
13,2672.764960575081
14,2505.1142960480656
15,1730.6571906654403
16,1313.1997824087273
17,641.8378881341254
18,260.88579575150504
19,24.82743046364702
20,1.4594183355351757
21,1.7735756600239454
22,1.646358959102611
23,1.6484806473192692
24,3.040303866328513
25,3.524316877546305
26,6.5648535146970035
27,176.63297562448378
28,616.0901881497568
29,1203.999989767357
30,1825.0998619082575
31,2591.3038574697007
32,3269.1074766646743
33,3686.501278381198
34,3685.514375516779
35,3719.3945029714014
36,3607.6816826427676
37,3313.8081282899934
38,3080.549717734376
39,2453.014674924425
40,1876.7585983707513
41,916.3861954997733
42,416.5886785222024
43,91.86839891014539
44,9.397918435684637
45,5.719364037480076
46,2.8228804869339137
47,4.239517410990744
48,2.745917014848896
49,2.692908090189277
50,14.171786152415873
51,289.5121904141513
52,686.1458325997423
53,1513.2677033155792
54,2593.6000294870214
55,3607.9343843975767
56,4213.717000557757
57,4645.0123692290435
58,4797.707772269381
59,4297.106935187096
60,4215.7436132742905
61,3811.4028161316305
62,3055.6915033009045
63,2073.9167753775796
64,1215.612625557802
65,753.8682521570519
66,387.96190846565173
67,133.7236197042478
68,5.504475007517426
69,1.1086592789179224
70,2.5377748575393584
71,2.270074018987656
72,0.703130219818704
73,1.2376130015887432
74,18.24187439644658
75,159.67952150293397
76,496.92714121186526
77,1267.744541092949
78,2361.253772466408
79,3565.8694402105402
80,3807.2389863448952
81,3278.3960139882715
82,3396.3140727759355
83,3416.5453510057414
84,3284.0385225874447
85,3006.3283993717755
86,3175.9264306757373
87,2710.8110993270807
88,1929.9498512595244
89,849.5806763586888
90,329.61162911063377
91,146.49981398624186
92,10.702233976066587
93,4.228417364169427
94,1.7722641881290724
95,1.984335988461694
96,2.4215293512770155
97,2.9508872615812667
98,65.9721318341987
99,273.80249294855105
100,652.0885707636074
101,1254.4899030221263
102,2472.516824174026
103,3501.6856020140094
104,4380.5808218260245
105,4570.516842465432
106,4669.137117637136
107,4680.006578777939
108,4700.756253125076
109,3986.5447124145285
110,3482.681510637518
111,2916.332427219605
112,1956.0599776979234
113,1014.1010616867314
114,484.16246120243005
115,186.74325547850407
116,19.66229868321918
117,0.5551769296021076
118,0.29180059104728706
119,3.280040276885707
120,2.7594126072394
121,2.384445898190471
122,89.60788013460956
123,272.32075543376953
124,708.5464562158328
125,1677.2958315348255
126,2554.604189988215
127,3603.1410648382944
128,3929.9274805524424
129,3812.395611148153
130,3728.3426143852876
131,3466.6550884684775
132,3346.032820446895
133,3510.141434194412
134,3263.458414405379
135,2587.650140951542
136,1642.8394816695672
137,991.8396729596515
138,527.8158963639717
139,207.3745693560386
140,22.646593116264995
141,6.93891170232518
142,4.7406657102521
143,1.1491227374582753
144,2.2062878644576838
145,2.7361581496535727
146,90.59136908609312
147,315.3006965145906
148,734.8279364119782
149,1741.1881665497299
150,2860.6936027222
151,3788.5450349333305
152,4324.110716815662
153,4506.767589678424
154,4398.379246592531
155,4273.555592312636
156,3848.8541143384123
157,3449.9698734226035
158,3187.6855780822266
159,2325.5053553556404
160,1561.6090312939714
161,869.8631412067188
162,446.53796478000726
163,165.41973477052886
164,16.358306007860474
165,3.8842117211694265
166,3.6187937870353464
167,1.6409710216540323
168,0.26916752044856707
169,0.5068227050546482
170,20.769591050088103
171,79.22395908026301
172,135.7627569410991
173,232.29415939823264
174,343.49301246677715
175,446.2752654934985
176,584.7557418589054
177,751.0247987369728
178,851.1358817746411
179,1519.7253720653234
180,1846.9003393912794
181,2225.9607296016466
182,1927.5778084224448
183,1776.0370451340448
184,1315.7638222097369
185,730.7478938641567
186,326.5211933134515
187,165.11243462347593
188,21.367775744781788
189,4.485635435471377
190,5.661408004516601
191,5.528739013741806
192,1.5103191044570048
193,2.258559142871057
194,69.98012066701627
195,203.86460060841563
196,374.9693038906272
197,845.8877903009022
198,1543.2655472552042
199,2133.9296214428946
200,1826.9422139550156
201,2307.5104016446344
202,2403.7404264970046
203,2054.8418840641825
204,2738.661758518874
205,2537.7421742484107
206,2308.4173609367954
207,1443.6975033632355
208,789.9432376536222
209,462.50546678924275
210,265.5300321589914
211,70.21212414402228
212,12.298043549580253
213,1.7469068602071198
214,1.7206016162017983
215,0.8935459196399269
216,0.2004589737400719
217,1.657342078275452
218,31.623873040801787
219,110.23027161047453
220,166.9403951297046
221,305.8564772158514
222,784.229774907086
223,1174.717043584501
224,1966.5473864192647
225,1933.8831702714115
226,1828.6258675620252
227,1924.2854448215535
228,1303.644806735404
229,1022.1513820979019
230,843.0552356113287
231,765.892367878271
232,520.0929345518914
233,298.1003390062521
234,228.03440531623536
235,81.21763720724063
236,17.819086727177304
237,1.0020141624698955
238,3.181552620789023
239,1.078840483378181
240,2.80083562621069
241,7.530371065537457
242,35.71622174965748
243,138.04957543991134
244,303.2158552015559
245,917.2908611574412
246,1383.2454840551673
247,2045.7839945814965
248,2099.054870882897
249,1523.1459227552705
250,1371.7641077162912
251,1301.4775647515498
252,2273.220118716532
253,2277.922631624394
254,2066.7924182186143
255,1812.1727506025982
256,1408.998902845186
257,906.8141391762881
258,531.3734659569825
259,238.78763760327018
260,91.9077053112529
261,14.945659994134349
262,3.0668286020246716
263,3.1666993756877653
264,1.4059556350604288
265,4.495625022471699
266,78.25150860398224
267,201.1999681046015
268,387.5029590146167
269,851.2203193125479
270,1281.2832715667503
271,1617.5561097054951
272,1748.3034488726066
273,1948.671979239769
274,2117.339793944916
275,2039.971342098529
276,1787.3835764779458
277,1358.6495671708653
278,1292.8155238222432
279,1108.7559563438447
280,824.0389572806745
281,493.5299190855952
282,257.16963057025714
283,84.68105138332416
284,19.325820050850915
285,3.4724605801469766
286,5.791219730381444
287,4.048096577741171
288,0.4772956349443947
289,4.446117927994697
290,92.62954277428298
291,191.98603031678226
292,413.9042900604083
293,906.3979478794624
294,1491.591191221386
295,2149.063910233627
