id,prediction
0,2.56532
1,2.951667
2,2.8577461
3,58.391033
4,395.78736000000004
5,731.41545
6,1738.3253
7,2582.0899499999996
8,2616.4894999999997
9,3032.1766
10,2895.0818
11,2716.352
12,2703.6162999999997
13,2649.0754
14,2331.5824000000002
15,1734.75475
16,1219.9807999999998
17,636.067905
18,264.97853499999997
19,17.4176875
20,1.0464542
21,2.8993725
22,2.4305203
23,2.735292
24,5.8591474
25,6.596964900000001
26,9.34711
27,158.374045
28,574.00965
29,1197.6841
30,1883.7241
31,2547.9906
32,3191.0916500000003
33,3738.61605
34,3530.4674
35,3540.556
36,3408.1911
37,3119.10145
38,2730.3550999999998
39,2347.8988
40,1748.6965500000001
41,911.743575
42,415.10649
43,64.574893
44,6.97560365
45,5.72275675
46,4.93910785
47,6.4799980999999995
48,6.1283107
49,6.0196152000000005
50,15.5262675
51,305.59505
52,709.0307
53,1693.63175
54,2674.0778499999997
55,3721.54125
56,4188.29905
57,4652.921700000001
58,4911.88685
59,4373.9439999999995
60,4125.7737
61,3739.44545
62,3237.9889000000003
63,2064.5873
64,1337.6648500000001
65,812.8416500000001
66,369.97763
67,116.393325
68,2.4651592
69,0.75825675
70,2.30587975
71,3.1392852500000004
72,0.410588175
73,2.08284938
74,19.52372
75,144.04790500000001
76,501.41583
77,1171.36735
78,2432.8208
79,3724.18045
80,3850.80015
81,3605.6321
82,3539.34485
83,3617.89985
84,3177.4319
85,2970.58555
86,3269.2136499999997
87,2816.90455
88,1945.1075
89,785.77665
90,320.060435
91,146.42933499999998
92,8.47697885
93,2.76668407
94,3.894068335
95,4.005806865
96,5.414389249999999
97,5.73491825
98,63.780251
99,275.5532
100,695.09162
101,1234.5501
102,2670.9885
103,3671.65785
104,4427.128849999999
105,4466.7742
106,4633.8634999999995
107,4730.09615
108,4889.3518
109,4140.8533
110,3491.4050500000003
111,2891.8008
112,1976.5322999999999
113,988.3004450000001
114,476.625875
115,171.96277500000002
116,6.0144635
117,1.5838602
118,1.1871515
119,5.60099405
120,6.1537072
121,4.9433692
122,80.26587
123,327.913325
124,761.9511
125,1749.98155
126,2631.9043
127,3640.39355
128,3911.91365
129,3909.2439
130,3597.5146999999997
131,3257.62815
132,3156.8241
133,3598.7709999999997
134,3210.0073
135,2562.00615
136,1855.9353
137,991.495125
138,474.48249999999996
139,183.33068
