id,prediction
0,0.0
1,0.0
2,0.0
3,66.34873512782471
4,382.01408864197066
5,903.3297655594502
6,1745.9686271296914
7,2878.2894231444766
8,3018.3094018737074
9,3181.5781674422014
10,3188.142487469947
11,3200.495676920369
12,2823.917338802478
13,2816.562474715072
14,2538.5430829540765
15,1799.889894308879
16,1317.1798892450267
17,658.4067499472391
18,262.7030229202559
19,26.823803903588672
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,188.63008113221605
28,632.6382619973563
29,1246.026717498353
30,1834.6791718378427
31,2594.1352573174117
32,3362.1242148625383
33,3862.1296853448093
34,3951.054703750571
35,3820.5850414944234
36,3734.0274842132703
37,3469.4071861235757
38,3196.8213361166436
39,2513.1483034870507
40,1802.990774791212
41,917.6580256321813
42,417.80557545989797
43,91.00616982949457
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,16.106355949651572
51,290.0415763328471
52,710.1145172483062
53,1493.2774580955524
54,2656.8902776990108
55,3625.3825148877213
56,4249.069555749712
57,4663.502246607483
58,4793.889405182237
59,4368.590954925612
60,4161.090586229593
61,3742.620967143008
62,3005.0641538923305
63,2044.445161227786
64,1224.2188466809746
65,737.5903631044196
66,356.43048688527495
67,125.38118776814983
68,7.225271240513544
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,17.914770924815198
75,142.87709309356106
76,489.7116867190458
77,1209.5839579890464
78,2405.3373193162342
79,3576.500679679122
80,3694.699621145671
81,3335.6185324012067
82,3448.1410882619466
83,3464.31094127056
84,3241.5924875009723
85,3023.6447819696496
86,3272.1775635941694
87,2765.3079890989557
88,1917.2554473995338
89,827.3109084865337
90,328.3255940747334
91,144.16803307892295
92,9.08531650865232
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,63.59442222361778
99,279.26352348384944
100,620.9449854133004
101,1285.5610262458117
102,2538.645503494397
103,3556.935516838267
104,4362.721825336262
105,4545.879385362259
106,4632.862608177282
107,4676.676861902013
108,4720.679559970961
109,4011.839533692718
110,3501.5830964103343
111,2853.781465929628
112,1937.4908379277958
113,1025.7169074107126
114,459.89508822188367
115,183.1665219978907
116,16.083664835030536
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,80.56182990437898
123,274.3436771869358
124,701.779826794661
125,1680.076684879682
126,2578.0886580698984
127,3620.426756899362
128,3869.5942612094705
129,3958.555212500871
130,3834.564331108919
131,3500.738581446206
132,3372.151969764584
133,3595.7356965043878
134,3232.8409277875066
135,2573.3235920542493
136,1650.332094176006
137,952.5326347964726
138,493.77392003899035
139,208.57210195962205
140,20.883158399990304
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,83.37599532717915
147,331.69246609984583
148,728.2995669954157
149,1772.7082093554313
150,2845.281104223816
151,3836.1981764762118
152,4299.074306436174
153,4495.345377712446
154,4394.7002336915
155,4260.710769625319
156,3946.512347748865
157,3453.6595894987254
158,3165.6493001512117
159,2369.9161977743247
160,1596.414810461897
161,860.4551866666759
162,421.44276789735915
163,161.6484130924067
164,16.331857019102646
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,19.055906556817575
171,66.96716639511124
172,122.00170126006674
173,227.054721278005
174,344.86292349480186
175,460.8262774738388
176,605.5179215270125
177,766.9090834612459
178,883.7827369105338
179,1644.7701155978975
180,1948.9700496076557
181,2316.4739299202865
182,1871.4519880291555
183,1825.9435707650696
184,1357.305639442518
185,692.5690893282214
186,332.37421613538936
187,148.71323741996017
188,23.809763892147394
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,71.35356211557163
195,206.4577291150552
196,381.3255084950423
197,876.2541211432824
198,1551.8097776037
199,2190.097679927764
200,1716.5943100530649
201,2379.948571167673
202,2376.888143140469
203,1940.8990349107307
204,2825.5831360557695
205,2649.073918327152
206,2283.46079705569
207,1294.1633021683792
208,802.5606551985256
209,468.39474502551036
210,248.06348486902888
211,62.29703195371922
212,11.021684915411223
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,31.383184519319673
219,104.43910362108026
220,171.92106980408818
221,331.6878464947364
222,802.792854748548
223,1202.4465416040891
224,2028.8662361706424
225,2042.7986230189022
226,1936.2832044929835
227,1952.5984337272894
228,1351.4705770161772
229,1005.8780861595421
230,858.8261175706984
231,735.7276437298212
232,517.0005914871983
233,291.95585278538147
234,205.8448483093365
235,62.972936767396305
236,16.91489741421416
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,37.99936446571675
243,129.9634924232033
244,314.24207915160747
245,962.5394159634354
246,1436.662114606822
247,2166.117222140582
248,2189.266347360565
249,1526.7111704007773
250,1415.2252987325915
251,1474.8586488604683
252,2358.7833067378906
253,2306.5488852594594
254,2087.9204271081226
255,1805.9676629122368
256,1479.3986524135742
257,923.5508887138969
258,530.9939816094264
259,234.87477871253083
260,91.61261139840889
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,77.74923693875937
267,191.75230241397884
268,415.1772734841435
269,865.8511639298356
270,1303.8655856996909
271,1523.1157877263524
272,1711.3275266540852
273,1967.951486973772
274,2109.92780637783
275,1924.1357195497035
276,1634.8631730964212
277,1231.7199179794118
278,1176.550156217223
279,1018.0126550831527
280,791.0127986562476
281,481.89256840130327
282,250.53248780961252
283,80.54411778951538
284,19.701140540544312
285,0.0
286,0.0
287,0.0
288,0.0
289,7.959275825769836
290,93.06827331809079
291,194.1730493601001
292,434.8149946687714
293,934.2549363744698
294,1530.4342017657925
295,2237.9483900510872
296,2354.3132209969517
297,2765.8223941124024
298,2735.7223958175755
299,2474.0689810446547
300,2359.1178382273242
301,2298.0074488420337
302,2122.4184901884564
303,1598.1397204857049
304,1172.8035606162002
305,774.414370604281
306,434.5799688334529
307,199.06475481926668
308,55.07894992777494
309,0.0
310,0.0
311,0.0
312,0.0
313,6.059591021063056
314,61.25583965324486
315,246.0842365755275
316,575.5363980841321
317,1010.22963943122
318,1620.5552687990562
319,2136.9679388350482
320,2890.2023937131353
321,2955.493289098896
322,3081.557807389904
323,2876.137975748139
324,2540.7508443490974
325,2168.0913392868506
326,1537.2166921258301
327,980.9897520311195
328,815.8941653893854
329,511.86128942676226
330,231.23748686468372
331,114.8004188252209
332,31.397686051315592
333,0.0
334,0.0
335,0.0
336,0.0
337,6.153124963322
338,30.089151357840088
339,94.21717061594947
340,236.57980474768715
341,528.4605601782868
342,871.7497339694714
343,1032.7562451562003
344,1280.4402876929719
345,1709.0398082449165
346,1635.9731082667038
347,1961.7980102511276
348,1936.1098700386606
349,1711.172001235603
350,1463.2199443933944
351,1326.2470916366565
352,924.5419554232415
353,584.0362396119391
354,300.70610474690795
355,154.29553213278933
356,50.23942140429341
357,0.0
358,0.0
359,0.0
360,0.0
361,9.734900833409231
362,51.62064540102511
363,181.67824582766485
